longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-121.12,38.0,36,683,159.0,505,141,3.4265,INLAND
-118.17,34.69,12,4881,803.0,2188,724,4.1667,INLAND
-117.92,33.84,45,2019,394.0,1549,377,4.6111,<1H OCEAN
-121.51,38.51,33,2918,439.0,1085,427,5.5208,INLAND
-118.44,34.26,28,1077,288.0,1377,293,3.9167,<1H OCEAN
-116.89,32.67,9,2652,393.0,1355,362,6.2578,<1H OCEAN
-120.44,34.96,30,1685,315.0,1290,368,3.4722,<1H OCEAN
-118.1,33.99,36,1529,290.0,1271,287,3.6875,<1H OCEAN
-118.18,33.93,31,1516,400.0,1820,398,2.1641,<1H OCEAN
-117.31,34.14,38,2011,448.0,1190,403,1.8654,INLAND
-118.71,34.3,20,1586,187.0,699,209,6.5483,<1H OCEAN
-117.92,33.88,32,1683,273.0,719,263,5.3649,<1H OCEAN
-122.33,40.47,30,2502,523.0,1296,481,2.125,INLAND
-117.64,33.48,12,2007,397.0,1033,373,5.6754,<1H OCEAN
-118.15,34.11,52,2375,369.0,930,351,7.4111,<1H OCEAN
-117.32,34.06,52,802,160.0,564,131,2.1591,INLAND
-119.71,34.41,31,1034,319.0,997,308,2.6538,NEAR OCEAN
-117.89,33.76,36,2656,572.0,2370,571,3.8056,<1H OCEAN
-117.89,34.01,23,4535,955.0,3881,930,3.6275,<1H OCEAN
-118.41,33.94,45,2038,394.0,1086,387,4.7375,<1H OCEAN
-119.76,36.83,17,3690,628.0,1888,601,4.0196,INLAND
-118.11,34.1,20,3090,802.0,2109,738,3.3801,<1H OCEAN
-118.04,34.1,39,2302,412.0,1590,406,4.8017,INLAND
-121.2,39.2,16,1039,182.0,554,184,2.9688,INLAND
-122.1,37.72,30,2599,366.0,922,350,5.8382,NEAR BAY
-118.23,34.17,37,4524,1005.0,2099,937,3.5781,<1H OCEAN
-118.21,33.89,45,1211,234.0,1128,261,3.4792,<1H OCEAN
-118.35,33.93,25,2260,692.0,1603,673,2.11,<1H OCEAN
-119.78,36.78,37,2185,455.0,1143,438,1.9784,INLAND
-122.52,38.53,35,1227,236.0,548,207,4.875,INLAND
-117.92,34.59,7,681,125.0,485,104,2.7396,INLAND
-122.22,38.09,47,2161,440.0,966,360,2.2734,NEAR BAY
-117.63,33.45,5,3549,604.0,1571,534,5.3705,NEAR OCEAN
-122.54,37.76,45,1592,325.0,920,322,3.96,NEAR OCEAN
-117.96,33.68,26,1374,234.0,731,244,6.0905,<1H OCEAN
-118.0,33.77,28,2401,503.0,1155,456,3.5139,<1H OCEAN
-117.34,33.15,17,4505,1140.0,2111,1062,3.3536,NEAR OCEAN
-120.9,38.2,16,3120,641.0,1319,526,2.0472,INLAND
-121.0,37.63,31,215,62.0,192,66,1.75,INLAND
-119.51,37.32,14,362,78.0,88,39,3.5893,INLAND
-118.06,33.99,38,862,178.0,484,176,4.375,<1H OCEAN
-121.24,37.93,21,1185,237.0,960,245,2.0893,INLAND
-118.31,34.26,37,1444,246.0,624,239,5.76,<1H OCEAN
-122.38,40.67,10,2281,444.0,1274,438,2.212,INLAND
-120.41,38.33,17,1463,338.0,529,226,3.024,INLAND
-121.43,38.55,44,3514,714.0,1509,656,2.7333,INLAND
-122.03,37.55,22,9167,1373.0,4319,1404,6.992,NEAR BAY
-121.92,37.68,23,1655,223.0,706,219,7.2211,<1H OCEAN
-117.95,34.14,33,1943,440.0,1526,353,3.038,INLAND
-118.4,34.24,35,2552,545.0,1850,503,4.775,<1H OCEAN
-118.51,34.17,31,3252,834.0,1411,760,3.1885,<1H OCEAN
-118.96,35.41,29,3548,729.0,1542,659,2.947,INLAND
-116.84,32.92,20,1066,219.0,536,173,3.1607,<1H OCEAN
-122.49,38.32,17,3308,720.0,1587,632,3.2727,<1H OCEAN
-121.29,38.63,24,2868,527.0,1284,487,3.3182,INLAND
-118.28,34.01,50,2601,794.0,3080,770,1.8656,<1H OCEAN
-119.82,34.43,15,1482,345.0,669,379,3.0773,NEAR OCEAN
-117.99,33.84,34,2079,343.0,1379,352,5.103,<1H OCEAN
-117.61,34.1,9,18956,4095.0,10323,3832,3.6033,INLAND
-122.22,37.81,52,2024,339.0,756,340,4.072,NEAR BAY
-117.76,34.04,36,2242,448.0,2052,447,3.4464,INLAND
-117.66,34.12,22,2272,278.0,933,305,8.8204,INLAND
-121.06,38.51,6,6873,959.0,2354,931,6.8869,INLAND
-117.0,32.77,30,1802,401.0,776,386,2.8125,<1H OCEAN
-118.19,33.92,35,915,241.0,1153,252,3.305,<1H OCEAN
-122.03,37.56,31,4981,964.0,2841,924,4.8962,NEAR BAY
-116.92,32.78,21,4192,752.0,2101,710,4.4306,<1H OCEAN
-122.86,38.61,52,1753,380.0,982,380,3.4013,<1H OCEAN
-119.11,36.29,18,1666,294.0,859,301,2.6065,INLAND
-118.18,33.81,27,471,132.0,315,96,1.75,NEAR OCEAN
-118.48,34.19,36,2058,423.0,1132,423,3.8833,<1H OCEAN
-118.28,33.98,43,1240,312.0,1100,311,1.575,<1H OCEAN
-118.26,33.95,44,1513,369.0,1088,344,1.2969,<1H OCEAN
-117.99,33.76,30,1572,362.0,1351,359,3.369,<1H OCEAN
-122.04,37.66,23,2419,348.0,1066,384,6.3501,NEAR BAY
-118.18,34.11,33,1523,391.0,753,298,2.6591,<1H OCEAN
-122.2,37.4,30,2612,338.0,980,324,10.0481,NEAR OCEAN
-121.98,37.53,28,2829,566.0,1610,540,4.6,<1H OCEAN
-120.24,39.67,40,690,129.0,305,110,2.3625,INLAND
-122.37,37.58,34,2697,313.0,810,279,12.4291,NEAR OCEAN
-116.54,33.81,31,6814,1714.0,2628,1341,2.1176,INLAND
-122.12,37.67,33,3429,681.0,1798,694,3.9395,NEAR BAY
-117.66,33.62,16,4065,661.0,1962,636,6.2177,<1H OCEAN
-119.03,34.21,11,4528,729.0,2398,684,5.3044,<1H OCEAN
-122.18,38.49,15,1743,366.0,655,264,3.3393,INLAND
-122.32,37.56,9,1150,287.0,377,243,3.8317,NEAR OCEAN
-117.7,33.59,11,8039,1717.0,3445,1571,4.1678,<1H OCEAN
-116.8,33.8,35,324,63.0,158,39,3.4167,INLAND
-117.94,34.05,34,1519,304.0,1262,300,3.3409,<1H OCEAN
-118.2,33.94,45,1818,408.0,1705,373,4.0441,<1H OCEAN
-117.13,32.76,22,2623,732.0,1283,718,2.1563,NEAR OCEAN
-122.53,37.87,20,1814,282.0,658,253,7.9977,NEAR BAY
-118.5,34.19,26,2156,509.0,1142,470,4.0,<1H OCEAN
-118.32,33.75,33,2996,398.0,1048,387,9.267,NEAR OCEAN
-118.2,33.87,26,703,202.0,757,212,2.525,<1H OCEAN
-117.85,33.61,14,4340,741.0,1505,670,7.5674,<1H OCEAN
-116.14,34.45,12,8796,1721.0,11139,1680,2.2612,INLAND
-121.91,37.23,22,2614,453.0,1240,462,6.0712,<1H OCEAN
-119.22,34.27,11,4695,955.0,2065,982,3.2158,NEAR OCEAN
-115.52,32.98,32,1615,382.0,1307,345,1.4583,INLAND
-117.66,34.05,33,960,216.0,831,222,2.5391,INLAND
-118.29,34.05,30,1417,589.0,1615,540,1.3867,<1H OCEAN
-119.72,36.81,15,2175,564.0,1194,482,2.6767,INLAND
-120.61,35.12,31,1486,345.0,823,322,2.6974,<1H OCEAN
-117.76,33.53,24,2105,346.0,712,332,10.6349,<1H OCEAN
-121.28,38.12,34,3268,640.0,1906,628,2.8237,INLAND
-118.37,34.08,22,3008,938.0,1224,816,3.2149,<1H OCEAN
-118.2,34.2,44,2890,438.0,1219,429,6.987,<1H OCEAN
-121.77,37.33,8,3088,474.0,1799,456,7.2707,<1H OCEAN
-121.37,38.62,27,1743,380.0,697,368,1.6678,INLAND
-118.07,34.56,5,10264,1821.0,5871,1790,4.2329,INLAND
-117.14,32.92,7,1308,418.0,766,390,3.2151,<1H OCEAN
-122.27,40.39,26,1833,422.0,939,408,1.3571,INLAND
-118.18,33.87,38,2664,626.0,1627,604,3.7527,<1H OCEAN
-122.08,37.08,35,1541,297.0,791,277,4.425,NEAR OCEAN
-118.21,34.02,43,1811,513.0,2123,487,1.3615,<1H OCEAN
-118.25,33.93,40,975,270.0,1068,270,0.9889,<1H OCEAN
-119.81,36.8,38,2252,325.0,777,314,6.1575,INLAND
-117.28,34.11,39,1573,418.0,1258,359,1.4896,INLAND
-121.95,38.65,19,1265,228.0,755,218,3.3472,INLAND
-117.17,32.82,24,1623,417.0,911,397,2.7401,NEAR OCEAN
-117.06,32.61,24,4369,1353.0,3123,1247,2.0571,NEAR OCEAN
-119.38,36.3,14,1932,330.0,997,291,3.6875,INLAND
-118.16,34.71,27,6007,998.0,2680,882,4.1719,INLAND
-118.15,34.03,43,2006,472.0,1687,463,1.7991,<1H OCEAN
-122.46,37.72,48,1690,339.0,962,317,3.2875,NEAR OCEAN
-121.98,37.95,16,2984,406.0,1317,397,6.7821,INLAND
-118.15,33.79,25,4013,1097.0,2297,969,3.0453,NEAR OCEAN
-122.02,37.28,25,3437,428.0,1198,411,9.3464,<1H OCEAN
-117.05,32.61,31,4033,715.0,2585,715,3.5096,NEAR OCEAN
-122.13,39.74,20,1401,280.0,668,250,2.2569,INLAND
-118.42,34.24,36,1181,220.0,775,218,4.7228,<1H OCEAN
-121.87,36.95,7,3703,679.0,1375,608,4.9219,NEAR OCEAN
-122.46,37.72,52,2951,406.0,1115,397,6.7228,NEAR OCEAN
-121.97,37.87,4,1029,126.0,416,122,13.4883,INLAND
-119.73,36.56,32,1513,272.0,1038,272,3.0469,INLAND
-121.93,36.63,33,1740,342.0,638,329,3.1912,NEAR OCEAN
-118.44,34.03,41,1164,265.0,561,251,4.2411,<1H OCEAN
-121.98,37.28,27,3526,589.0,1725,553,5.7812,<1H OCEAN
-121.37,38.01,15,2430,315.0,1016,314,10.0088,INLAND
-118.25,33.98,47,617,162.0,754,144,2.2969,<1H OCEAN
-121.81,37.38,29,570,76.0,244,72,12.3292,<1H OCEAN
-120.99,39.04,17,2289,450.0,1182,397,2.3696,INLAND
-122.26,37.45,17,2742,441.0,986,421,5.9285,NEAR OCEAN
-118.48,34.02,29,1585,542.0,1019,487,2.7072,<1H OCEAN
-121.92,37.3,36,2088,358.0,772,347,4.2762,<1H OCEAN
-117.19,32.81,33,5226,833.0,2221,839,5.1491,NEAR OCEAN
-117.44,34.09,12,3598,828.0,2588,781,2.375,INLAND
-117.09,32.66,38,833,206.0,570,182,1.8333,NEAR OCEAN
-121.61,39.13,33,2559,539.0,1583,504,1.4727,INLAND
-118.16,33.79,25,3742,1180.0,3916,1063,2.4,NEAR OCEAN
-122.46,37.63,22,6728,1382.0,3783,1310,5.0479,NEAR OCEAN
-120.46,37.3,36,3346,739.0,2151,713,2.3095,INLAND
-117.33,33.24,13,4543,881.0,2298,870,2.9386,NEAR OCEAN
-118.04,33.98,43,2446,764.0,1699,692,2.625,<1H OCEAN
-121.91,36.6,35,2605,410.0,1110,406,5.5519,NEAR OCEAN
-119.33,36.31,17,2401,409.0,1100,409,4.0577,INLAND
-117.03,33.18,17,5391,886.0,2732,830,5.1771,<1H OCEAN
-122.42,37.78,52,989,425.0,634,341,2.4414,NEAR BAY
-120.69,35.28,26,4225,886.0,1795,704,2.2847,NEAR OCEAN
-122.53,37.65,20,4582,1124.0,2325,1040,4.0556,NEAR OCEAN
-122.33,38.21,33,2017,370.0,949,342,4.625,NEAR BAY
-117.32,34.07,26,971,245.0,592,207,2.1125,INLAND
-118.54,34.22,35,1664,300.0,1000,309,4.6731,<1H OCEAN
-117.38,33.89,12,3964,524.0,1707,549,5.1624,INLAND
-122.3,37.55,35,3675,735.0,1930,715,3.9833,NEAR OCEAN
-118.12,34.01,33,1956,478.0,1472,464,1.9867,<1H OCEAN
-117.71,34.04,17,4098,733.0,1859,713,2.9811,INLAND
-118.38,33.8,36,4421,702.0,1433,624,8.0838,NEAR OCEAN
-118.19,34.02,40,474,124.0,546,121,2.3438,<1H OCEAN
-119.65,36.51,30,1671,319.0,966,282,3.1333,INLAND
-117.33,34.03,18,2342,402.0,1264,382,4.7986,INLAND
-121.51,38.79,29,1716,323.0,850,282,2.9324,INLAND
-121.6,39.77,23,2263,497.0,1138,455,2.3403,INLAND
-117.43,33.55,8,446,62.0,188,68,9.4356,<1H OCEAN
-117.07,32.61,10,1686,414.0,1000,391,2.1765,NEAR OCEAN
-120.65,40.42,39,3240,652.0,1467,621,2.1875,INLAND
-117.27,33.18,4,3371,773.0,1481,627,2.9133,NEAR OCEAN
-121.52,39.49,30,1217,238.0,677,233,2.6563,INLAND
-118.11,33.8,36,1837,319.0,810,305,4.3897,<1H OCEAN
-119.8,36.82,24,5377,1005.0,2010,982,3.4542,INLAND
-117.46,33.92,21,713,142.0,476,142,3.5208,INLAND
-122.5,37.77,52,2433,454.0,1070,420,4.125,NEAR BAY
-117.13,34.17,17,1181,271.0,248,114,5.5762,INLAND
-117.19,34.05,52,1949,432.0,767,392,2.5143,INLAND
-122.31,37.5,22,14034,3020.0,6266,2952,4.3939,NEAR OCEAN
-117.21,32.84,34,2158,366.0,1046,335,4.5402,NEAR OCEAN
-118.15,33.85,30,4071,1067.0,2144,970,2.7268,<1H OCEAN
-117.25,33.05,16,2794,476.0,1387,442,4.3286,NEAR OCEAN
-119.56,36.53,19,2746,495.0,1670,518,3.2019,INLAND
-118.3,33.98,44,1242,270.0,811,274,2.9375,<1H OCEAN
-119.27,36.34,7,3433,626.0,1793,626,3.5296,INLAND
-118.12,33.81,36,1774,299.0,784,298,5.0447,<1H OCEAN
-121.88,37.67,16,4070,624.0,1543,577,6.5214,INLAND
-122.42,37.75,52,1609,510.0,1155,439,2.2328,NEAR BAY
-117.69,33.52,3,7374,1444.0,3214,1279,4.538,<1H OCEAN
-117.18,32.84,30,2290,523.0,1272,472,3.5606,NEAR OCEAN
-121.99,38.34,13,3252,610.0,1915,631,4.2137,INLAND
-121.81,37.23,19,2635,427.0,1497,410,6.3178,<1H OCEAN
-117.83,33.68,4,3226,838.0,1666,800,4.1652,<1H OCEAN
-122.25,38.15,24,2917,543.0,1878,531,3.7014,NEAR BAY
-117.4,34.58,18,755,169.0,483,165,1.4196,INLAND
-118.14,33.89,37,1159,238.0,740,243,4.9107,<1H OCEAN
-119.12,35.37,13,4527,713.0,2170,671,4.8266,INLAND
-121.46,38.65,14,3167,551.0,1787,533,3.8125,INLAND
-117.88,33.84,26,1499,290.0,755,277,3.5893,<1H OCEAN
-118.16,34.07,41,247,55.0,925,50,3.5769,<1H OCEAN
-117.21,34.05,4,2904,764.0,1250,664,3.2131,INLAND
-118.23,34.1,38,1051,249.0,799,229,2.712,<1H OCEAN
-122.49,37.73,48,1190,182.0,497,199,6.2642,NEAR OCEAN
-119.96,35.99,25,1047,270.0,1505,286,2.0976,INLAND
-122.65,38.46,14,2096,420.0,926,397,4.0647,<1H OCEAN
-122.47,37.74,52,3797,668.0,1633,658,5.6787,NEAR BAY
-121.06,37.42,52,504,96.0,295,97,3.5,INLAND
-119.18,34.2,21,494,127.0,489,106,2.6964,NEAR OCEAN
-118.19,34.02,34,1478,369.0,1735,348,1.8875,<1H OCEAN
-121.31,37.99,15,3103,965.0,3061,861,1.3729,INLAND
-121.61,37.03,5,6529,1010.0,3071,977,5.6754,<1H OCEAN
-118.88,34.22,16,2343,393.0,2007,383,5.756,<1H OCEAN
-118.11,34.01,22,1141,332.0,1189,321,2.2042,<1H OCEAN
-117.08,32.97,3,17466,3336.0,7644,2895,5.4584,<1H OCEAN
-118.33,34.1,29,732,288.0,691,278,2.1866,<1H OCEAN
-120.34,38.23,10,3757,722.0,546,223,3.75,INLAND
-117.86,33.6,30,1891,364.0,635,314,6.6265,<1H OCEAN
-117.92,33.64,25,2224,580.0,985,516,3.1305,<1H OCEAN
-118.28,33.92,37,1761,409.0,1309,357,2.1875,<1H OCEAN
-122.01,37.54,32,2572,406.0,1128,395,5.0,NEAR BAY
-117.88,33.85,25,1234,351.0,507,285,2.3173,<1H OCEAN
-118.31,34.05,42,443,223.0,582,223,2.2937,<1H OCEAN
-122.1,37.7,25,2973,622.0,1413,595,4.3819,NEAR BAY
-120.07,39.24,20,3729,614.0,365,152,4.962,INLAND
-118.25,33.89,36,406,71.0,268,77,3.9,<1H OCEAN
-121.29,38.1,14,1551,297.0,785,281,3.775,INLAND
-121.49,38.49,26,4629,832.0,2902,816,2.735,INLAND
-117.95,33.63,29,1496,282.0,463,215,6.0516,<1H OCEAN
-119.0,34.19,5,3634,718.0,1317,743,4.2917,<1H OCEAN
-121.96,37.27,31,3347,589.0,1566,597,5.5151,<1H OCEAN
-117.39,33.97,48,1915,348.0,1060,376,3.4044,INLAND
-118.25,33.9,38,1201,223.0,733,206,3.3804,<1H OCEAN
-117.21,32.8,19,786,282.0,525,229,1.7273,NEAR OCEAN
-119.96,38.93,22,2731,632.0,1215,483,2.83,INLAND
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN
-117.78,33.54,29,1421,462.0,520,339,2.2969,<1H OCEAN
-118.35,33.89,34,1740,387.0,1249,375,4.1552,<1H OCEAN
-119.25,36.71,13,2813,579.0,1385,512,2.2202,INLAND
-117.41,33.95,37,1462,257.0,849,287,3.0542,INLAND
-122.28,38.0,26,2335,413.0,980,417,3.4471,NEAR BAY
-121.75,37.68,35,1755,299.0,702,263,5.2443,INLAND
-121.37,38.61,42,945,193.0,460,193,3.7569,INLAND
-118.23,34.65,17,1827,348.0,766,335,3.5673,INLAND
-122.13,37.44,43,3004,440.0,1088,427,9.1508,NEAR BAY
-117.77,34.12,15,4260,770.0,2007,695,4.4609,INLAND
-120.68,35.5,19,3369,673.0,1834,646,3.7672,<1H OCEAN
-120.69,38.36,19,3267,614.0,1252,566,2.7236,INLAND
-117.04,32.68,14,1320,270.0,943,260,5.0947,NEAR OCEAN
-120.84,37.52,16,4527,887.0,2531,825,3.7065,INLAND
-118.42,34.23,34,1550,279.0,1011,288,4.5375,<1H OCEAN
-117.27,33.0,36,2426,454.0,1085,420,5.1523,NEAR OCEAN
-117.66,34.09,20,2462,496.0,1117,458,3.2321,INLAND
-118.43,35.12,8,1968,376.0,930,360,3.2632,INLAND
-122.15,37.74,49,1325,277.0,764,282,3.3125,NEAR BAY
-122.66,38.27,16,1523,308.0,477,315,2.1696,<1H OCEAN
-117.13,33.13,17,3164,652.0,1123,699,2.082,<1H OCEAN
-121.86,37.23,24,4337,670.0,1936,652,5.8904,<1H OCEAN
-120.16,34.61,17,921,189.0,434,219,3.0185,NEAR OCEAN
-117.7,33.61,16,2371,725.0,1738,686,3.6484,<1H OCEAN
-118.35,33.94,35,1451,435.0,1888,420,2.8462,<1H OCEAN
-118.38,34.21,33,1981,484.0,1665,466,3.0833,<1H OCEAN
-122.05,36.87,18,2232,440.0,1091,458,3.8269,NEAR OCEAN
-119.71,36.82,12,2144,568.0,1320,566,2.3381,INLAND
-122.0,37.31,28,3811,585.0,1795,581,7.8383,<1H OCEAN
-118.1,34.17,48,1111,229.0,421,202,3.2813,INLAND
-116.79,32.61,19,2652,520.0,1421,491,3.5227,<1H OCEAN
-122.09,39.13,28,4169,895.0,2587,810,2.331,INLAND
-118.55,34.27,25,4919,661.0,2183,625,8.1356,<1H OCEAN
-118.06,33.85,16,4851,726.0,2527,704,6.0142,<1H OCEAN
-122.07,37.95,39,2199,388.0,1025,385,4.5893,NEAR BAY
-119.57,36.1,16,1461,400.0,1201,384,1.5727,INLAND
-120.7,38.69,13,4492,821.0,2093,734,4.0709,INLAND
-116.88,34.24,13,4137,796.0,573,218,4.6394,INLAND
-121.43,37.75,41,1717,325.0,855,303,2.75,INLAND
-118.17,33.82,50,3587,693.0,1513,651,5.5106,NEAR OCEAN
-118.35,34.25,34,2795,460.0,1267,443,6.1464,<1H OCEAN
-122.17,37.74,46,1026,226.0,749,225,3.0298,NEAR BAY
-118.26,34.07,40,680,273.0,995,249,2.2607,<1H OCEAN
-118.4,33.97,37,1364,248.0,494,242,4.6364,<1H OCEAN
-119.95,38.94,24,2180,517.0,755,223,2.5875,INLAND
-118.44,34.05,15,5368,1312.0,2269,1232,5.7097,<1H OCEAN
-118.19,33.99,42,1429,436.0,1537,389,3.0114,<1H OCEAN
-122.35,37.96,34,1428,335.0,1272,319,2.5461,NEAR BAY
-117.64,33.45,27,334,56.0,130,46,4.875,NEAR OCEAN
-121.32,37.98,37,3247,643.0,1737,665,3.066,INLAND
-122.08,37.34,28,1643,216.0,594,205,12.367,<1H OCEAN
-121.43,38.56,50,1533,288.0,532,257,2.5417,INLAND
-122.04,37.3,26,1714,270.0,778,262,6.075,<1H OCEAN
-122.27,37.85,47,2077,400.0,719,326,2.2431,NEAR BAY
-122.23,37.46,33,2643,464.0,1015,427,4.2232,NEAR OCEAN
-118.01,33.71,18,6565,1357.0,3079,1248,4.7515,<1H OCEAN
-121.41,38.53,35,2061,371.0,1110,342,3.1944,INLAND
-122.06,37.54,20,6483,1068.0,3526,1060,5.0838,NEAR BAY
-118.62,34.17,32,1491,355.0,756,296,3.0404,<1H OCEAN
-117.38,34.11,36,1497,264.0,894,275,3.3066,INLAND
-123.17,39.18,14,2240,327.0,1030,308,5.9585,<1H OCEAN
-120.6,37.37,10,3075,498.0,1368,487,4.6667,INLAND
-122.25,37.46,33,6841,950.0,2681,980,7.1088,NEAR OCEAN
-118.05,33.72,22,5416,1271.0,2260,1184,3.8038,<1H OCEAN
-118.11,33.86,36,2750,487.0,1386,458,4.9904,<1H OCEAN
-117.14,32.7,36,633,148.0,557,139,1.5729,NEAR OCEAN
-121.84,36.59,34,3852,733.0,1661,696,4.3269,<1H OCEAN
-122.4,37.72,40,1948,413.0,1434,396,3.0313,NEAR BAY
-122.13,37.4,29,6027,1195.0,2687,1171,5.1335,NEAR BAY
-121.9,38.01,34,3779,766.0,2356,722,3.5129,INLAND
-121.97,37.26,19,2174,454.0,998,426,4.6827,<1H OCEAN
-118.31,34.19,13,3801,1116.0,1986,1078,2.0875,<1H OCEAN
-121.51,38.52,30,3236,588.0,1167,569,4.0972,INLAND
-118.4,34.22,43,1220,222.0,729,230,3.6442,<1H OCEAN
-118.9,34.18,14,2627,328.0,1121,328,7.0504,<1H OCEAN
-121.3,38.25,27,2475,548.0,1703,517,2.5727,INLAND
-118.32,34.01,44,4032,913.0,1622,848,2.4934,<1H OCEAN
-118.45,34.0,48,1923,408.0,1142,433,4.575,<1H OCEAN
-117.9,34.1,35,2739,475.0,1481,483,4.5655,<1H OCEAN
-118.36,33.88,44,1362,237.0,709,247,4.4271,<1H OCEAN
-121.23,37.94,20,268,78.0,77,49,1.125,INLAND
-117.68,35.6,12,1678,241.0,765,281,6.0532,INLAND
-118.29,34.09,29,2240,792.0,2254,739,2.3317,<1H OCEAN
-117.46,34.14,10,714,131.0,381,119,0.8926,INLAND
-118.34,34.01,38,2318,735.0,1407,702,1.6187,<1H OCEAN
-118.2,34.03,37,1583,392.0,1776,377,2.7266,<1H OCEAN
-115.57,32.78,29,2321,367.0,1173,360,4.0375,INLAND
-118.08,33.91,36,1551,297.0,1100,322,5.1187,<1H OCEAN
-117.27,34.17,16,30,3.0,49,8,4.625,INLAND
-117.68,33.54,5,2840,403.0,1363,403,7.618,<1H OCEAN
-118.19,33.77,35,1574,603.0,820,514,1.2321,NEAR OCEAN
-116.97,33.96,12,5876,1222.0,2992,1151,2.4322,INLAND
-117.79,33.7,16,6259,1098.0,3785,1114,6.3298,<1H OCEAN
-122.25,37.74,25,1914,365.0,897,390,4.4562,NEAR BAY
-121.77,37.74,25,494,81.0,254,85,9.1531,INLAND
-118.36,33.81,25,9042,2022.0,4458,1944,4.5592,<1H OCEAN
-122.01,39.21,52,1989,392.0,985,396,2.5556,INLAND
-117.09,32.81,7,6100,1185.0,2710,1040,5.5673,NEAR OCEAN
-121.83,37.28,33,1115,250.0,1168,261,3.9009,<1H OCEAN
-118.2,34.05,50,1407,401.0,1526,385,2.29,<1H OCEAN
-117.21,32.74,52,1245,174.0,468,193,6.9322,NEAR OCEAN
-117.33,34.08,35,2240,423.0,1394,396,3.1799,INLAND
-122.35,37.98,34,3756,726.0,2237,686,3.7562,NEAR BAY
-121.32,37.96,46,1832,365.0,975,373,2.0398,INLAND
-121.22,38.68,10,6262,1278.0,2954,1169,3.4506,INLAND
-118.39,34.06,52,1213,194.0,503,194,8.0095,<1H OCEAN
-115.95,33.28,12,99,25.0,37,17,1.8958,INLAND
-117.28,32.73,44,1934,325.0,783,316,4.8684,NEAR OCEAN
-118.4,33.9,37,2458,400.0,920,375,7.8924,<1H OCEAN
-119.59,34.39,35,622,170.0,278,139,3.6969,<1H OCEAN
-119.76,36.77,38,3804,814.0,2142,816,2.1439,INLAND
-122.13,38.01,51,1262,309.0,608,298,2.1974,NEAR BAY
-120.44,34.94,24,2481,476.0,1101,474,3.1576,<1H OCEAN
-121.33,38.01,36,1383,207.0,531,203,5.9191,INLAND
-118.25,33.79,32,1205,340.0,1799,370,2.375,NEAR OCEAN
-121.91,37.29,36,945,149.0,371,158,5.6266,<1H OCEAN
-122.82,38.55,8,6190,1088.0,2967,1000,3.8616,<1H OCEAN
-118.12,33.76,45,3035,516.0,1127,527,7.0796,NEAR OCEAN
-119.8,36.29,7,479,84.0,327,103,5.1728,INLAND
-117.71,34.08,29,1276,283.0,1216,316,2.5972,INLAND
-117.08,32.66,43,1004,236.0,839,235,2.81,NEAR OCEAN
-116.38,33.71,17,12509,2460.0,2737,1423,4.5556,INLAND
-118.26,34.01,37,2451,668.0,2824,598,1.9074,<1H OCEAN
-117.82,33.78,25,4977,645.0,2061,646,6.58,<1H OCEAN
-119.4,36.04,39,915,199.0,580,175,1.8894,INLAND
-117.17,32.82,24,1569,377.0,715,321,3.1146,NEAR OCEAN
-121.47,38.57,48,3136,926.0,1443,877,1.9034,INLAND
-121.49,38.51,30,3166,607.0,1857,579,3.1768,INLAND
-118.07,33.83,17,4822,1168.0,3868,1117,2.5978,<1H OCEAN
-117.3,33.25,22,2329,419.0,1456,381,3.7933,<1H OCEAN
-117.28,35.13,32,671,166.0,856,114,2.6477,INLAND
-118.39,34.21,32,1869,441.0,1516,432,3.6845,<1H OCEAN
-121.87,37.38,16,3275,529.0,1863,527,5.5429,<1H OCEAN
-118.97,35.37,52,425,119.0,380,97,1.4125,INLAND
-117.94,33.86,35,1235,227.0,875,220,4.6964,<1H OCEAN
-121.98,37.33,30,2645,462.0,1506,480,6.3716,<1H OCEAN
-117.92,33.83,36,1072,193.0,639,196,5.0275,<1H OCEAN
-120.05,36.96,37,1000,261.0,1092,233,1.4267,INLAND
-119.78,36.65,27,1226,240.0,706,211,2.77,INLAND
-117.33,33.87,14,2300,335.0,1001,311,5.1045,INLAND
-118.5,35.7,18,3303,814.0,986,522,1.5957,INLAND
-117.8,33.66,16,2542,498.0,1022,494,4.0,<1H OCEAN
-118.43,34.06,11,3184,641.0,911,463,7.2675,<1H OCEAN
-118.38,34.08,52,1479,360.0,652,346,2.945,<1H OCEAN
-122.49,38.3,14,2844,602.0,1613,544,3.3571,<1H OCEAN
-117.69,33.66,11,2630,327.0,1256,352,8.2953,<1H OCEAN
-118.4,33.98,36,2526,452.0,996,441,5.611,<1H OCEAN
-117.02,32.71,30,3187,592.0,2082,631,3.5388,NEAR OCEAN
-118.45,34.12,20,10722,1617.0,3731,1511,9.7449,<1H OCEAN
-122.34,37.55,44,2465,328.0,843,324,6.9533,NEAR OCEAN
-117.83,34.11,29,2671,437.0,1484,445,4.9844,INLAND
-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,INLAND
-118.35,34.16,45,1390,281.0,538,270,4.2212,<1H OCEAN
-120.82,37.54,20,707,114.0,282,86,6.1324,INLAND
